ID;URL's de las imágenes;Precio Final;Cantidad;Estado;Nombre;Descripción;Categorias;Precio Base;Precio Venta;Cantidad mínima;Nombre de la imagen;Folder
;http://localhost:8888/joyeria/imgtemp/IMG_3270.JPG;;200;1;Juego channel rombo bicolor;acero existente en acero bicolor;1,4;;;;IMG_3270.JPG;acero_20160762
;http://localhost:8888/joyeria/imgtemp/IMG_3271.JPG;;200;1;Juego bvlgari flor ;acero existente en acero plata;1,4;;;;IMG_3271.JPG;acero_20160763
;http://localhost:8888/joyeria/imgtemp/IMG_3272.JPG;;200;1;Juego mk placa ;acero existente en acero plata;1,4;;;;IMG_3272.JPG;acero_20160764
;http://localhost:8888/joyeria/imgtemp/IMG_3273.JPG;;200;1;Juego bvlgari flor ;acero existente en acero solo amarillo;1,4;;;;IMG_3273.JPG;acero_20160765
;http://localhost:8888/joyeria/imgtemp/IMG_3274.JPG;;200;1;Juego bvlgari alianza ;acero existente en acero solo amarillo;1,4;;;;IMG_3274.JPG;acero_20160766
;http://localhost:8888/joyeria/imgtemp/IMG_3275.JPG;;200;1;Juego tous 3 tous;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3275.JPG;acero_20160767
;http://localhost:8888/joyeria/imgtemp/IMG_3276.JPG;;200;1;Juego bvlgari madre perla;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3276.JPG;acero_20160768
;http://localhost:8888/joyeria/imgtemp/IMG_3277.JPG;;200;1;Juego bvlgari 2 circulos;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3277.JPG;acero_20160769
;http://localhost:8888/joyeria/imgtemp/IMG_3278.JPG;;200;1;Juego bvlgari clasico zirconias;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3278.JPG;acero_20160770
;http://localhost:8888/joyeria/imgtemp/IMG_3279.JPG;;200;1;Juego channel perla;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3279.JPG;acero_20160771
;http://localhost:8888/joyeria/imgtemp/IMG_3280.JPG;;200;1;Juego tous espejo;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3280.JPG;acero_20160772
;http://localhost:8888/joyeria/imgtemp/IMG_3281.JPG;;200;1;Juego cartier tornillo ;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3281.JPG;acero_20160773
;http://localhost:8888/joyeria/imgtemp/IMG_3282.JPG;;200;1;Juego channel zirconias;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3282.JPG;acero_20160774
;http://localhost:8888/joyeria/imgtemp/IMG_3283.JPG;;200;1;Juego channel perlas;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3283.JPG;acero_20160775
;http://localhost:8888/joyeria/imgtemp/IMG_3284.JPG;;200;1;Juego bvulgari 3 argollas;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3284.JPG;acero_20160776
;http://localhost:8888/joyeria/imgtemp/IMG_3285.JPG;;200;1;Juego tiffany corazon;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3285.JPG;acero_20160777
;http://localhost:8888/joyeria/imgtemp/IMG_3286.JPG;;200;1;Arete bvlgari clasico 12mm;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3286.JPG;acero_20160778
;http://localhost:8888/joyeria/imgtemp/IMG_3287.JPG;;200;1;Broquel tous perla ;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3287.JPG;acero_20160779
;http://localhost:8888/joyeria/imgtemp/IMG_3288.JPG;;200;1;Broquel tous clasico ;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3288.JPG;acero_20160780
;http://localhost:8888/joyeria/imgtemp/IMG_3289.JPG;;200;1;Broquel channel zirconia;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3289.JPG;acero_20160781
;http://localhost:8888/joyeria/imgtemp/IMG_3290.JPG;;200;1;Broquel tous zirconias;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3290.JPG;acero_20160782
;http://localhost:8888/joyeria/imgtemp/IMG_3291.JPG;;200;1;Juego channel cuadro;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3291.JPG;acero_20160783
;http://localhost:8888/joyeria/imgtemp/IMG_3292.JPG;;200;1;Broquel cartier tornillo;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3292.JPG;acero_20160784
;http://localhost:8888/joyeria/imgtemp/IMG_3293.JPG;;200;1;Broquel tous zirconias;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3293.JPG;acero_20160785
;http://localhost:8888/joyeria/imgtemp/IMG_3294.JPG;;200;1;Broquel bvlagri zirconias colgante;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3294.JPG;acero_20160786
;http://localhost:8888/joyeria/imgtemp/IMG_3295.JPG;;200;1;Juego cadenas der bvlgari;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3295.JPG;acero_20160787
;http://localhost:8888/joyeria/imgtemp/IMG_3296.JPG;;200;1;Pulso channel doble zirconias;acero existente en acero amarillo rosa y plata;1,4;;;;IMG_3296.JPG;acero_20160788
