ID;Imagen;Nombre;Referencia;Categoría;Precio base;Precio final;Cantidad;Estado
23;http://localhost:8888/joyeria/img/p/2/3/23.jpg;Arete largo channel num. 5;23;Mujer;0;0;200;1
88;http://localhost:8888/joyeria/img/p/8/8/88.jpg;Pulso tous delgado madre perla;88;Mujer;0;0;200;1
585;http://localhost:8888/joyeria/img/p/5/8/5/585.jpg;Pulsera;585;Raíz;117;210.6;200;1
154;http://localhost:8888/joyeria/img/p/1/5/4/154.jpg;Juego tous espejo;154;Mujer;0;0;200;1
652;http://localhost:8888/joyeria/img/p/6/5/2/652.jpg;Collar;652;Raíz;151;271.8;200;1
535;http://localhost:8888/joyeria/img/p/5/3/5/535.jpg;Gargantilla;535;Raíz;188;338.4;200;1
127;http://localhost:8888/joyeria/img/p/1/2/7/127.jpg;Broquel channel rombo;127;Mujer;0;0;200;1
624;http://localhost:8888/joyeria/img/p/6/2/4/624.jpg;Pulsera;624;Raíz;88;158.4;200;1
510;http://localhost:8888/joyeria/img/p/5/1/0/510.jpg;Gargantilla;510;Raíz;184;331.2;200;1
62;http://localhost:8888/joyeria/img/p/6/2/62.jpg;Broquel cartier con esmalte cz;62;Mujer;0;0;200;1
560;http://localhost:8888/joyeria/img/p/5/6/0/560.jpg;Pulsera;560;Raíz;73;131.4;200;1
37;http://localhost:8888/joyeria/img/p/3/7/37.jpg;Juego gucci corazon;37;Mujer;0;0;200;1
102;http://localhost:8888/joyeria/img/p/1/0/2/102.jpg;Juego bvlgari doble circulo;102;Mujer;0;0;200;1
599;http://localhost:8888/joyeria/img/p/5/9/9/599.jpg;Pulsera;599;Raíz;82;147.6;200;1
168;http://localhost:8888/joyeria/img/p/1/6/8/168.jpg;Broquel bvlagri zirconias colgante;168;Mujer;0;0;200;1
666;http://localhost:8888/joyeria/img/p/6/6/6/666.jpg;Collar;666;Raíz;147;264.6;200;1
549;http://localhost:8888/joyeria/img/p/5/4/9/549.jpg;Gargantilla;549;Raíz;205;369;200;1
12;http://localhost:8888/joyeria/img/p/1/2/12.jpg;Pulso channel doble cz;12;Mujer;0;0;200;1
76;http://localhost:8888/joyeria/img/p/7/6/76.jpg;Pulso tous cristal;76;Mujer;0;0;200;1
574;http://localhost:8888/joyeria/img/p/5/7/4/574.jpg;Pulsera;574;Raíz;102;183.6;200;1
143;http://localhost:8888/joyeria/img/p/1/4/3/143.jpg;Juego channel logo;143;Mujer;0;0;200;1
638;http://localhost:8888/joyeria/img/p/6/3/8/638.jpg;Collar;638;Raíz;241;433.8;200;1
524;http://localhost:8888/joyeria/img/p/5/2/4/524.jpg;Gargantilla;524;Raíz;88;158.4;200;1
51;http://localhost:8888/joyeria/img/p/5/1/51.jpg;Pulso herradura ferragamo piel;51;Mujer;0;0;200;1
116;http://localhost:8888/joyeria/img/p/1/1/6/116.jpg;Arracada cartier tornillo;116;Mujer;0;0;200;1
613;http://localhost:8888/joyeria/img/p/6/1/3/613.jpg;Pulsera;613;Raíz;99;178.2;200;1
499;http://localhost:8888/joyeria/img/p/4/9/9/499.jpg;Gargantilla;499;Raíz;114;205.2;200;1
26;http://localhost:8888/joyeria/img/p/2/6/26.jpg;Broquel bvlgari clasico onix;26;Mujer;0;0;200;1
91;http://localhost:8888/joyeria/img/p/9/1/91.jpg;Juego bvlgari zirconia;91;Mujer;0;0;200;1
588;http://localhost:8888/joyeria/img/p/5/8/8/588.jpg;Pulsera;588;Raíz;177;318.6;200;1
157;http://localhost:8888/joyeria/img/p/1/5/7/157.jpg;Juego channel perlas;157;Mujer;0;0;200;1
655;http://localhost:8888/joyeria/img/p/6/5/5/655.jpg;Collar;655;Raíz;370;666;200;1
538;http://localhost:8888/joyeria/img/p/5/3/8/538.jpg;Gargantilla;538;Raíz;199;358.2;200;1
65;http://localhost:8888/joyeria/img/p/6/5/65.jpg;Juego mk;65;Mujer;0;0;200;1
563;http://localhost:8888/joyeria/img/p/5/6/3/563.jpg;Pulsera;563;Raíz;113;203.4;200;1
130;http://localhost:8888/joyeria/img/p/1/3/0/130.jpg;Anillo cartier zirconia colgante;130;Mujer;0;0;200;1
627;http://localhost:8888/joyeria/img/p/6/2/7/627.jpg;Pulsera;627;Raíz;88;158.4;200;1
513;http://localhost:8888/joyeria/img/p/5/1/3/513.jpg;Gargantilla;513;Raíz;204;367.2;200;1
40;http://localhost:8888/joyeria/img/p/4/0/40.jpg;Juego tiffany argolla;40;Mujer;0;0;200;1
105;http://localhost:8888/joyeria/img/p/1/0/5/105.jpg;Juego bvlgari baguette;105;Mujer;0;0;200;1
602;http://localhost:8888/joyeria/img/p/6/0/2/602.jpg;Pulsera;602;Raíz;98;176.4;200;1
488;http://localhost:8888/joyeria/img/p/4/8/8/488.jpg;Gargantilla;488;Raíz;295;531;200;1
669;http://localhost:8888/joyeria/img/p/6/6/9/669.jpg;Collar;669;Raíz;244;439.2;200;1
552;http://localhost:8888/joyeria/img/p/5/5/2/552.jpg;Gargantilla;552;Raíz;187;336.6;200;1
15;http://localhost:8888/joyeria/img/p/1/5/15.jpg;Juego channel zirconia;15;Mujer;0;0;200;1
79;http://localhost:8888/joyeria/img/p/7/9/79.jpg;Pulso mk cuadro zirconia madre perla;79;Mujer;0;0;200;1
577;http://localhost:8888/joyeria/img/p/5/7/7/577.jpg;Pulsera;577;Raíz;90;162;200;1
146;http://localhost:8888/joyeria/img/p/1/4/6/146.jpg;Juego mk placa;146;Mujer;0;0;200;1
641;http://localhost:8888/joyeria/img/p/6/4/1/641.jpg;Collar;641;Raíz;181;325.8;200;1
527;http://localhost:8888/joyeria/img/p/5/2/7/527.jpg;Gargantilla;527;Raíz;255;459;200;1
54;http://localhost:8888/joyeria/img/p/5/4/54.jpg;Juego tous redondo;54;Mujer;0;0;200;1
119;http://localhost:8888/joyeria/img/p/1/1/9/119.jpg;Juego cartier zirconia cambiante;119;Mujer;0;0;200;1
616;http://localhost:8888/joyeria/img/p/6/1/6/616.jpg;Pulsera;616;Raíz;84;151.2;200;1
502;http://localhost:8888/joyeria/img/p/5/0/2/502.jpg;Gargantilla;502;Raíz;260;468;200;1
29;http://localhost:8888/joyeria/img/p/2/9/29.jpg;Arracada cartier con argolla;29;Mujer;0;0;200;1
94;http://localhost:8888/joyeria/img/p/9/4/94.jpg;Anillo tornillo de cartier;94;Mujer;0;0;200;1
591;http://localhost:8888/joyeria/img/p/5/9/1/591.jpg;Pulsera;591;Raíz;79;142.2;200;1
160;http://localhost:8888/joyeria/img/p/1/6/0/160.jpg;Arete bvlgari clasico 12mm;160;Mujer;0;0;200;1
658;http://localhost:8888/joyeria/img/p/6/5/8/658.jpg;Collar;658;Raíz;146;262.8;200;1
541;http://localhost:8888/joyeria/img/p/5/4/1/541.jpg;Gargantilla;541;Raíz;160;288;200;1
68;http://localhost:8888/joyeria/img/p/6/8/68.jpg;Juego channel oval onix;68;Mujer;0;0;200;1
566;http://localhost:8888/joyeria/img/p/5/6/6/566.jpg;Pulsera;566;Raíz;80;144;200;1
133;http://localhost:8888/joyeria/img/p/1/3/3/133.jpg;Juego tous corazon;133;Mujer;0;0;200;1
630;http://localhost:8888/joyeria/img/p/6/3/0/630.jpg;Collar;630;Raíz;260;468;200;1
516;http://localhost:8888/joyeria/img/p/5/1/6/516.jpg;Gargantilla;516;Raíz;260;468;200;1
3;http://localhost:8888/joyeria/img/p/3/3.jpg;Pulso cartier;3;Mujer;0;0;200;1
43;http://localhost:8888/joyeria/img/p/4/3/43.jpg;Media arracada cartier baguette;43;Mujer;0;0;200;1
108;http://localhost:8888/joyeria/img/p/1/0/8/108.jpg;Juego bvulgari redondo zirconia;108;Mujer;0;0;200;1
605;http://localhost:8888/joyeria/img/p/6/0/5/605.jpg;Pulsera;605;Raíz;57;102.6;200;1
491;http://localhost:8888/joyeria/img/p/4/9/1/491.jpg;Gargantilla;491;Raíz;219;394.2;200;1
672;http://localhost:8888/joyeria/img/p/6/7/2/672.jpg;Collar;672;Raíz;208;374.4;200;1
555;http://localhost:8888/joyeria/img/p/5/5/5/555.jpg;Gargantilla;555;Raíz;291;523.8;200;1
18;http://localhost:8888/joyeria/img/p/1/8/18.jpg;Pulso triple tiffany corazon;18;Mujer;0;0;200;1
82;http://localhost:8888/joyeria/img/p/8/2/82.jpg;Juego bvlgari abanico;82;Mujer;0;0;200;1
580;http://localhost:8888/joyeria/img/p/5/8/0/580.jpg;Pulsera;580;Raíz;67;120.6;200;1
149;http://localhost:8888/joyeria/img/p/1/4/9/149.jpg;Juego tous 3 tous;149;Mujer;0;0;200;1
647;http://localhost:8888/joyeria/img/p/6/4/7/647.jpg;Collar;647;Raíz;208;374.4;200;1
530;http://localhost:8888/joyeria/img/p/5/3/0/530.jpg;Gargantilla;530;Raíz;270;486;200;1
505;http://localhost:8888/joyeria/img/p/5/0/5/505.jpg;Gargantilla;505;Raíz;319;574.2;200;1
57;http://localhost:8888/joyeria/img/p/5/7/57.jpg;Juego tous perla zirconia;57;Mujer;0;0;200;1
122;http://localhost:8888/joyeria/img/p/1/2/2/122.jpg;Broquel bvlgari clasico 10mm;122;Mujer;0;0;200;1
619;http://localhost:8888/joyeria/img/p/6/1/9/619.jpg;Pulsera;619;Raíz;110;198;200;1
32;http://localhost:8888/joyeria/img/p/3/2/32.jpg;Anillo alianza channel;32;Mujer;0;0;200;1
97;http://localhost:8888/joyeria/img/p/9/7/97.jpg;Juego bvlgari esposas;97;Mujer;0;0;200;1
594;http://localhost:8888/joyeria/img/p/5/9/4/594.jpg;Pulsera;594;Raíz;120;216;200;1
163;http://localhost:8888/joyeria/img/p/1/6/3/163.jpg;Broquel channel zirconia;163;Mujer;0;0;200;1
661;http://localhost:8888/joyeria/img/p/6/6/1/661.jpg;Collar;661;Raíz;177;318.6;200;1
544;http://localhost:8888/joyeria/img/p/5/4/4/544.jpg;Gargantilla;544;Raíz;236;424.8;200;1
7;http://localhost:8888/joyeria/img/p/7/7.jpg;Pulso Tous;7;Mujer;0;0;200;1
71;http://localhost:8888/joyeria/img/p/7/1/71.jpg;Juego cartier corazon onix;71;Mujer;0;0;200;1
569;http://localhost:8888/joyeria/img/p/5/6/9/569.jpg;Pulsera;569;Raíz;64;115.2;200;1
136;http://localhost:8888/joyeria/img/p/1/3/6/136.jpg;Juego mk onix y zirconias;136;Mujer;0;0;200;1
633;http://localhost:8888/joyeria/img/p/6/3/3/633.jpg;Collar;633;Raíz;483;869.4;200;1
519;http://localhost:8888/joyeria/img/p/5/1/9/519.jpg;Gargantilla;519;Raíz;112;201.6;200;1
46;http://localhost:8888/joyeria/img/p/4/6/46.jpg;Pulso rolex eslabon clasico;46;Mujer;0;0;200;1
111;http://localhost:8888/joyeria/img/p/1/1/1/111.jpg;Juego tous 3 osos;111;Mujer;0;0;200;1
608;http://localhost:8888/joyeria/img/p/6/0/8/608.jpg;Pulsera;608;Raíz;109;196.2;200;1
494;http://localhost:8888/joyeria/img/p/4/9/4/494.jpg;Gargantilla;494;Raíz;83;149.4;200;1
675;http://localhost:8888/joyeria/img/p/6/7/5/675.jpg;Collar;675;Raíz;187;336.6;200;1
21;http://localhost:8888/joyeria/img/p/2/1/21.jpg;Pulso doble tous;21;Mujer;0;0;200;1
86;http://localhost:8888/joyeria/img/p/8/6/86.jpg;Pulso tiffany corazon zirconia;86;Mujer;0;0;200;1
583;http://localhost:8888/joyeria/img/p/5/8/3/583.jpg;Pulsera;583;Raíz;77;138.6;200;1
152;http://localhost:8888/joyeria/img/p/1/5/2/152.jpg;Juego bvlgari clasico zirconias;152;Mujer;0;0;200;1
650;http://localhost:8888/joyeria/img/p/6/5/0/650.jpg;Collar;650;Raíz;249;448.2;200;1
533;http://localhost:8888/joyeria/img/p/5/3/3/533.jpg;Gargantilla;533;Raíz;291;523.8;200;1
