ID;URL's de las imágenes;Precio Final;Cantidad;Estado;Nombre;Descripción;Categorias;Precio Base;Precio Venta;Cantidad mínima;Nombre de la imagen;Folder;;;;;;;;;;;;;
;/img/products/acero_20160616/IMG_3121.JPG;;200;1;Juego bvlgari;acero madre perla existente en acero amarillo rosa y plata;4,6;;;;IMG_3121.JPG;acero_20160616;;;;;;;;;;;;;
;/img/products/acero_20160617/IMG_3122.JPG;;200;1;Pulso Tous;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3122.JPG;acero_20160617;;;;;;;;;;;;;
;/img/products/acero_20160618/IMG_3123.JPG;;200;1;Pulso cartier;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3123.JPG;acero_20160618;;;;;;;;;;;;;
;/img/products/acero_20160619/IMG_3124.JPG;;200;1;Juego bvlgari;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3124.JPG;acero_20160619;;;;;;;;;;;;;
;/img/products/acero_20160620/IMG_3125.JPG;;200;1;Pulso Tous;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3125.JPG;acero_20160620;;;;;;;;;;;;;
;/img/products/acero_20160621/IMG_3126.JPG;;200;1;Pulso tiffany;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3126.JPG;acero_20160621;;;;;;;;;;;;;
;/img/products/acero_20160622/IMG_3127.JPG;;200;1;Pulso Tous;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3127.JPG;acero_20160622;;;;;;;;;;;;;
;/img/products/acero_20160623/IMG_3128.JPG;;200;1;Brazalete Mk;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3128.JPG;acero_20160623;;;;;;;;;;;;;
;/img/products/acero_20160624/IMG_3129.JPG;;200;1;Juego bvlgari;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3129.JPG;acero_20160624;;;;;;;;;;;;;
;/img/products/acero_20160625/IMG_3130.JPG;;200;1;Pulso bvlgari ;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3130.JPG;acero_20160625;;;;;;;;;;;;;
;/img/products/acero_20160626/IMG_3131.JPG;;200;1;Pulso channel marquiz;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3131.JPG;acero_20160626;;;;;;;;;;;;;
;/img/products/acero_20160627/IMG_3132.JPG;;200;1;Pulso channel doble cz;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3132.JPG;acero_20160627;;;;;;;;;;;;;
;/img/products/acero_20160628/IMG_3133.JPG;;200;1;Juego bvlgari onix 3 cz;acero con zirconia y onix en acero amarillo rosa y plata;4,6;;;;IMG_3133.JPG;acero_20160628;;;;;;;;;;;;;
;/img/products/acero_20160629/IMG_3134.JPG;;200;1;Pulso tiffany placa ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3134.JPG;acero_20160629;;;;;;;;;;;;;
;/img/products/acero_20160630/IMG_3135.JPG;;200;1;Juego channel zirconia;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3135.JPG;acero_20160630;;;;;;;;;;;;;
;/img/products/acero_20160631/IMG_3136.JPG;;200;1;Juego bvlgari zirconia;acero con zirconia en acero amarillo rosa y plata;4,6;;;;IMG_3136.JPG;acero_20160631;;;;;;;;;;;;;
;/img/products/acero_20160632/IMG_3137.JPG;;200;1;Pulso cartier zirconia;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3137.JPG;acero_20160632;;;;;;;;;;;;;
;/img/products/acero_20160633/IMG_3138.JPG;;200;1;Pulso triple tiffany corazon;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3138.JPG;acero_20160633;;;;;;;;;;;;;
;/img/products/acero_20160634/IMG_3139.JPG;;200;1;Juego tous marco zirconia;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3139.JPG;acero_20160634;;;;;;;;;;;;;
;/img/products/acero_20160635/IMG_3140.JPG;;200;1;Pulso channel num. 5;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3140.JPG;acero_20160635;;;;;;;;;;;;;
;/img/products/acero_20160636/IMG_3141.JPG;;200;1;Pulso doble tous;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3141.JPG;acero_20160636;;;;;;;;;;;;;
;/img/products/acero_20160637/IMG_3142.JPG;;200;1;Broquel tous ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3142.JPG;acero_20160637;;;;;;;;;;;;;
;/img/products/acero_20160638/IMG_3143.JPG;;200;1;Arete largo channel num. 5;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3143.JPG;acero_20160638;;;;;;;;;;;;;
;/img/products/acero_20160639/IMG_3144.JPG;;200;1;Pulso tiffany corazon grueso;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3144.JPG;acero_20160639;;;;;;;;;;;;;
;/img/products/acero_20160640/IMG_3145.JPG;;200;1;Broquel bvlgari madre perla ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3145.JPG;acero_20160640;;;;;;;;;;;;;
;/img/products/acero_20160641/IMG_3146.JPG;;200;1;Broquel bvlgari clasico onix ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3146.JPG;acero_20160641;;;;;;;;;;;;;
;/img/products/acero_20160642/IMG_3147.JPG;;200;1;Media arracada cartier;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3147.JPG;acero_20160642;;;;;;;;;;;;;
;/img/products/acero_20160643/IMG_3148.JPG;;200;1;Pulso cartier con desarmador;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3148.JPG;acero_20160643;;;;;;;;;;;;;
;/img/products/acero_20160644/IMG_3149.JPG;;200;1;Arracada cartier con argolla ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3149.JPG;acero_20160644;;;;;;;;;;;;;
;/img/products/acero_20160645/IMG_3150.JPG;;200;1;Anillo cartier zirconia ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3150.JPG;acero_20160645;;;;;;;;;;;;;
;/img/products/acero_20160646/IMG_3151.JPG;;200;1;Juego cartier zirconia 3 argollas;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3151.JPG;acero_20160646;;;;;;;;;;;;;
;/img/products/acero_20160647/IMG_3152.JPG;;200;1;Anillo alianza channel;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3152.JPG;acero_20160647;;;;;;;;;;;;;
;/img/products/acero_20160648/IMG_3153.JPG;;200;1;Juego mk con marquiz;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3153.JPG;acero_20160648;;;;;;;;;;;;;
;/img/products/acero_20160649/IMG_3154.JPG;;200;1;Juego bvlgari zirconia saliente;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3154.JPG;acero_20160649;;;;;;;;;;;;;
;/img/products/acero_20160650/IMG_3155.JPG;;200;1;Anillo alianza tiffany corazon ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3155.JPG;acero_20160650;;;;;;;;;;;;;
;/img/products/acero_20160651/IMG_3156.JPG;;200;1;Juego triple argolla bvlgari;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3156.JPG;acero_20160651;;;;;;;;;;;;;
;/img/products/acero_20160652/IMG_3157.JPG;;200;1;Juego gucci corazon ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3157.JPG;acero_20160652;;;;;;;;;;;;;
;/img/products/acero_20160653/IMG_3158.JPG;;200;1;Juego cartier tornillo ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3158.JPG;acero_20160653;;;;;;;;;;;;;
;/img/products/acero_20160654/IMG_3159.JPG;;200;1;Juego channel mo¤o;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3159.JPG;acero_20160654;;;;;;;;;;;;;
;/img/products/acero_20160655/IMG_3160.JPG;;200;1;Juego cartier ceramica ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3160.JPG;acero_20160655;;;;;;;;;;;;;
;/img/products/acero_20160656/IMG_3161.JPG;;200;1;Juego tiffany argolla ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3161.JPG;acero_20160656;;;;;;;;;;;;;
;/img/products/acero_20160657/IMG_3162.JPG;;200;1;Juego cuadro tous madre perla;acero existente en acero solo amarillo;4,6;;;;IMG_3162.JPG;acero_20160657;;;;;;;;;;;;;
;/img/products/acero_20160658/IMG_3163.JPG;;200;1;Juego mk cruz con zirconia;acero existente en acero solo amarillo;4,6;;;;IMG_3163.JPG;acero_20160658;;;;;;;;;;;;;
;/img/products/acero_20160659/IMG_3164.JPG;;200;1;Media arracada cartier baguette;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3164.JPG;acero_20160659;;;;;;;;;;;;;
;/img/products/acero_20160660/IMG_3165.JPG;;200;1;Broquel redondo cartier con lineas;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3165.JPG;acero_20160660;;;;;;;;;;;;;
;/img/products/acero_20160661/IMG_3166.JPG;;200;1;Pulso piel acero ferragamo;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3166.JPG;acero_20160661;;;;;;;;;;;;;
;/img/products/acero_20160662/IMG_3167.JPG;;200;1;Pulso rolex eslabon clasico ;acero existente solo en amarillo y plata;4,6;;;;IMG_3167.JPG;acero_20160662;;;;;;;;;;;;;
;/img/products/acero_20160663/IMG_3169.JPG;;200;1;Pulso rolex eslabon clasico ;acero existente solo en amarillo y plata;4,6;;;;IMG_3169.JPG;acero_20160663;;;;;;;;;;;;;
;/img/products/acero_20160664/IMG_3170.JPG;;200;1;Pulso herradura ferragamo piel ;acero existente solo en amarillo y plata;4,6;;;;IMG_3170.JPG;acero_20160664;;;;;;;;;;;;;
;/img/products/acero_20160665/IMG_3171.JPG;;200;1;Pulso rolex ancla ;acero existente solo en amarillo y plata;4,6;;;;IMG_3171.JPG;acero_20160665;;;;;;;;;;;;;
;/img/products/acero_20160666/IMG_3172.JPG;;200;1;Pulso flecha rolex ;acero existente en acero amarillo rosa y plata;4,6;;;;IMG_3172.JPG;acero_20160666;;;;;;;;;;;;;
